"","price","date_sold","suburb","num_bath","num_bed","num_parking","property_size","type","suburb_population","suburb_median_income","suburb_sqkm","suburb_lat","suburb_lng","suburb_elevation","cash_rate","property_inflation_index","km_from_cbd","year","type_grouped","price_per_size"
"4465",2155000,2020-05-13,"Kyle Bay",4,5,2,720,"House",1035,47528,0.369,-33.98937,151.10096,12,0.25,165.9,17.07,"2020","House",2993.05555555556
"4466",1770000,2020-05-13,"Marrickville",2,4,0,252,"House",26592,41236,5.771,-33.91228,151.15592,14,0.25,165.9,7.23,"2020","House",7023.80952380952
"4467",1186000,2020-05-13,"Baulkham Hills",2,4,2,696,"House",37050,41288,16.003,-33.74634,150.98287,93,0.25,165.9,24.81,"2020","House",1704.02298850575
"4468",940000,2020-05-13,"Harrington Park",2,4,3,618,"House",10663,44668,8.004,-34.02561,150.73523,74,0.25,165.9,47.35,"2020","House",1521.0355987055
"4469",1570000,2020-05-14,"Baulkham Hills",3,5,4,743,"House",37050,41288,16.003,-33.74634,150.98287,93,0.25,165.9,24.81,"2020","House",2113.05518169583
"4470",1465000,2020-05-14,"Baulkham Hills",3,5,3,818,"House",37050,41288,16.003,-33.74634,150.98287,93,0.25,165.9,24.81,"2020","House",1790.95354523227
"4471",940000,2020-05-14,"Baulkham Hills",1,4,2,714,"House",37050,41288,16.003,-33.74634,150.98287,93,0.25,165.9,24.81,"2020","House",1316.52661064426
"4472",705000,2020-05-14,"Homebush",2,3,2,126,"Apartment / Unit / Flat",7007,37908,2.503,-33.86058,151.07927,17,0.25,165.9,12.1,"2020","Apartment / Unit / Flat",5595.2380952381
"4473",690000,2020-05-14,"Seven Hills",1,4,1,689,"House",19326,33540,9.629,-33.77743,150.94272,38,0.25,165.9,26.58,"2020","House",1001.45137880987
"4474",2825000,2020-05-15,"Mona Vale",3,4,2,702,"House",10670,45240,4.556,-33.67706,151.30276,15,0.25,165.9,22.57,"2020","House",4024.21652421652
"4475",1740000,2020-05-15,"Annandale",2,3,0,145,"House",9451,60424,1.493,-33.87982,151.16973,24,0.25,165.9,4.06,"2020","House",12000
"4476",1450000,2020-05-15,"Haymarket",1,2,1,78,"Apartment / Unit / Flat",7353,24076,0.518,-33.88148,151.20456,27,0.25,165.9,1.88,"2020","Apartment / Unit / Flat",18589.7435897436
"4477",1250000,2020-05-15,"Harrington Park",3,5,2,714,"House",10663,44668,8.004,-34.02561,150.73523,74,0.25,165.9,47.35,"2020","House",1750.70028011204
"4478",650000,2020-05-15,"Seven Hills",1,3,1,620,"House",19326,33540,9.629,-33.77743,150.94272,38,0.25,165.9,26.58,"2020","House",1048.38709677419
"4479",520000,2020-05-15,"Bradbury",1,3,2,607,"House",8800,31980,3.734,-34.08405,150.81805,126,0.25,165.9,43.6,"2020","House",856.67215815486
"4480",2283000,2020-05-16,"Middle Cove",2,3,2,745,"House",1340,53404,1.036,-33.79242,151.21235,59,0.25,165.9,8.07,"2020","House",3064.42953020134
"4481",1435000,2020-05-16,"Marrickville",1,3,1,189,"House",26592,41236,5.771,-33.91228,151.15592,14,0.25,165.9,7.23,"2020","House",7592.59259259259
"4482",1410000,2020-05-16,"Baulkham Hills",2,4,2,845,"House",37050,41288,16.003,-33.74634,150.98287,93,0.25,165.9,24.81,"2020","House",1668.63905325444
"4483",960000,2020-05-16,"Seven Hills",2,4,1,626,"House",19326,33540,9.629,-33.77743,150.94272,38,0.25,165.9,26.58,"2020","House",1533.54632587859
"4484",1480000,2020-05-18,"Yowie Bay",2,3,2,1296,"House",3074,45292,1.205,-34.05003,151.10248,50,0.25,165.9,22.79,"2020","House",1141.97530864198
"4485",1140000,2020-05-18,"Baulkham Hills",2,4,2,942,"House",37050,41288,16.003,-33.74634,150.98287,93,0.25,165.9,24.81,"2020","House",1210.19108280255
"4486",607000,2020-05-18,"Bradbury",2,3,1,613,"House",8800,31980,3.734,-34.08405,150.81805,126,0.25,165.9,43.6,"2020","House",990.21207177814
"4487",1435000,2020-05-19,"Chifley",2,3,3,525,"House",3233,36452,1.057,-33.97034,151.23962,28,0.25,165.9,11.99,"2020","House",2733.33333333333
"4488",1150000,2020-05-19,"Marrickville",1,2,1,138,"House",26592,41236,5.771,-33.91228,151.15592,14,0.25,165.9,7.23,"2020","House",8333.33333333333
"4489",1140000,2020-05-19,"Baulkham Hills",2,4,1,696,"House",37050,41288,16.003,-33.74634,150.98287,93,0.25,165.9,24.81,"2020","House",1637.93103448276
"4490",1850000,2020-05-20,"Manly",2,2,1,119,"Apartment / Unit / Flat",15866,66560,5.567,-33.80338,151.29117,42,0.25,165.9,10.17,"2020","Apartment / Unit / Flat",15546.218487395
"4491",1050000,2020-05-20,"Kellyville Ridge",2,4,3,480,"House",10468,51532,2.707,-33.70376,150.92052,72,0.25,165.9,32.23,"2020","House",2187.5
"4492",3800000,2020-05-21,"Annandale",2,4,1,519,"House",9451,60424,1.493,-33.87982,151.16973,24,0.25,165.9,4.06,"2020","House",7321.77263969172
"4493",3875000,2020-05-22,"Curl Curl",2,4,5,575,"House",2414,53612,1.276,-33.76971,151.28907,19,0.25,165.9,12.88,"2020","House",6739.13043478261
"4494",2200000,2020-05-22,"North Avoca",4,5,4,866,"House",2200,45084,1.497,-33.45608,151.43598,18,0.25,165.9,49.98,"2020","House",2540.41570438799
"4495",2050000,2020-05-22,"Mascot",1,3,1,594,"House",14772,41912,11.961,-33.9466,151.18371,3,0.25,165.9,9.35,"2020","House",3451.17845117845
"4496",1925000,2020-05-22,"Bondi Beach",2,2,1,140,"Apartment / Unit / Flat",11656,64532,1.219,-33.89095,151.27247,18,0.25,165.9,6.46,"2020","Apartment / Unit / Flat",13750
"4497",1900000,2020-05-22,"Haberfield",2,4,4,559,"House",6457,41652,2.383,-33.87968,151.1391,21,0.25,165.9,6.75,"2020","House",3398.92665474061
"4498",1640000,2020-05-22,"Terrey Hills",3,4,2,696,"House",3041,42484,8.447,-33.69099,151.21565,167,0.25,165.9,19.32,"2020","House",2356.32183908046
"4499",1082500,2020-05-22,"Narrabeen",2,2,2,172,"Apartment / Unit / Flat",8207,48932,2.197,-33.71505,151.29588,0,0.25,165.9,18.45,"2020","Apartment / Unit / Flat",6293.60465116279
"4500",610000,2020-05-22,"Bradbury",1,4,1,670,"House",8800,31980,3.734,-34.08405,150.81805,126,0.25,165.9,43.6,"2020","House",910.44776119403
"4501",2440000,2020-05-23,"Dolans Bay",4,4,2,885,"House",598,46800,0.259,-34.06337,151.12578,26,0.25,165.9,23.32,"2020","House",2757.06214689266
"4502",1690000,2020-05-23,"Homebush West",3,6,4,562,"House",8609,35412,1.235,-33.86291,151.06711,22,0.25,165.9,13.21,"2020","House",3007.11743772242
"4503",1260000,2020-05-23,"Carss Park",1,3,2,537,"House",1252,36816,0.63,-33.98679,151.11717,22,0.25,165.9,15.99,"2020","House",2346.3687150838
"4504",730000,2020-05-23,"Seven Hills",1,3,1,575,"House",19326,33540,9.629,-33.77743,150.94272,38,0.25,165.9,26.58,"2020","House",1269.5652173913
"4505",2925000,2020-05-25,"North Turramurra",3,5,2,2289,"House",4257,42484,11.614,-33.69054,151.15407,169,0.25,165.9,20.05,"2020","House",1277.8505897772
"4506",2850000,2020-05-25,"Chiswick",3,5,2,708,"House",2926,65676,0.514,-33.84987,151.13772,15,0.25,165.9,6.89,"2020","House",4025.42372881356
"4507",680000,2020-05-25,"Campbelltown",2,6,0,601,"House",12566,30628,11.391,-34.06338,150.80766,65,0.25,165.9,43.19,"2020","House",1131.44758735441
"4508",608000,2020-05-25,"Gymea",1,2,1,103,"Apartment / Unit / Flat",7589,42900,2.185,-34.03656,151.0841,74,0.25,165.9,22.29,"2020","Apartment / Unit / Flat",5902.91262135922
"4509",1600000,2020-05-26,"Hunters Hill",1,3,0,231,"House",9528,48828,3.632,-33.83054,151.14729,2,0.25,165.9,6.95,"2020","House",6926.40692640693
"4510",1330000,2020-05-26,"Carlingford",2,4,1,739,"House",24394,33696,8.528,-33.77523,151.0454,102,0.25,165.9,18.2,"2020","House",1799.72936400541
"4511",890000,2020-05-26,"Oxley Park",1,3,6,1258,"House",3112,33020,1.271,-33.77068,150.79565,41,0.25,165.9,39.76,"2020","House",707.472178060413
"4512",830000,2020-05-26,"Empire Bay",2,4,6,766,"House",2400,32604,3.974,-33.5035,151.36918,5,0.25,165.9,42.74,"2020","House",1083.55091383812
"4513",785000,2020-05-26,"Campbelltown",3,5,1,416,"House",12566,30628,11.391,-34.06338,150.80766,65,0.25,165.9,43.19,"2020","House",1887.01923076923
"4514",770000,2020-05-26,"Seven Hills",1,3,1,607,"House",19326,33540,9.629,-33.77743,150.94272,38,0.25,165.9,26.58,"2020","House",1268.53377265239
"4515",750000,2020-05-26,"Marrickville",1,2,1,99,"Apartment / Unit / Flat",26592,41236,5.771,-33.91228,151.15592,14,0.25,165.9,7.23,"2020","Apartment / Unit / Flat",7575.75757575758
"4516",1675000,2020-05-27,"Church Point",2,3,4,1355,"House",997,54132,0.721,-33.65154,151.28137,73,0.25,165.9,24.6,"2020","House",1236.16236162362
"4517",1335000,2020-05-27,"Marrickville",1,2,1,177,"House",26592,41236,5.771,-33.91228,151.15592,14,0.25,165.9,7.23,"2020","House",7542.37288135593
"4518",1250000,2020-05-27,"Glebe",1,2,0,71,"Terrace",11532,43368,1.693,-33.87781,151.18626,29,0.25,165.9,2.6,"2020","others",17605.6338028169
"4519",1000000,2020-05-27,"Narellan Vale",3,4,3,1147,"House",7193,40352,2.481,-34.05177,150.74372,98,0.25,165.9,47.8,"2020","House",871.839581517001
"4520",853750,2020-05-27,"Manly",1,1,1,65,"Apartment / Unit / Flat",15866,66560,5.567,-33.80338,151.29117,42,0.25,165.9,10.17,"2020","Apartment / Unit / Flat",13134.6153846154
"4521",1475000,2020-05-28,"Pearl Beach",2,3,2,696,"House",536,35568,1.257,-33.54226,151.30629,12,0.25,165.9,36.91,"2020","House",2119.25287356322
"4522",1275000,2020-05-28,"Mascot",2,3,1,348,"Semi-Detached",14772,41912,11.961,-33.9466,151.18371,3,0.25,165.9,9.35,"2020","others",3663.79310344828
"4523",1250000,2020-05-28,"Tuggerawong",2,4,4,809,"House",1280,30264,1.491,-33.28398,151.47386,2,0.25,165.9,68.96,"2020","House",1545.1174289246
"4524",2205000,2020-05-29,"Beaumont Hills",4,6,2,843,"House",9042,46488,3.19,-33.69788,150.94161,67,0.25,165.9,31.01,"2020","House",2615.65836298932
"4525",2130000,2020-05-29,"Marrickville",2,4,1,518,"House",26592,41236,5.771,-33.91228,151.15592,14,0.25,165.9,7.23,"2020","House",4111.96911196911
"4526",1263000,2020-05-29,"Gymea",3,4,1,332,"Duplex",7589,42900,2.185,-34.03656,151.0841,74,0.25,165.9,22.29,"2020","others",3804.21686746988
"4527",585000,2020-05-29,"Killarney Vale",1,3,1,582,"House",7216,30108,3.018,-33.36629,151.4607,8,0.25,165.9,60.03,"2020","House",1005.15463917526
"4528",550000,2020-05-29,"Blue Haven",2,5,2,566,"House",6378,29796,2.525,-33.21142,151.50349,13,0.25,165.9,77.47,"2020","House",971.731448763251
"4529",1755000,2020-05-30,"West Pymble",2,4,2,930,"House",5298,48672,3.684,-33.76365,151.12999,80,0.25,165.9,13.47,"2020","House",1887.09677419355
"4530",1473737,2020-05-30,"Bilgola Plateau",2,4,2,878,"House",3518,46956,1.392,-33.64514,151.3159,124,0.25,165.9,26.3,"2020","House",1678.5159453303
"4531",1451000,2020-05-30,"Fairfield Heights",1,3,1,769,"House",7517,20696,1.474,-33.86713,150.94148,34,0.25,165.9,24.84,"2020","House",1886.86605981795
"4532",1300000,2020-05-30,"Annandale",1,2,0,265,"House",9451,60424,1.493,-33.87982,151.16973,24,0.25,165.9,4.06,"2020","House",4905.66037735849
"4533",1300000,2020-05-30,"Londonderry",2,4,10,4053,"House",3906,36088,36.249,-33.654,150.74113,21,0.25,165.9,49.34,"2020","House",320.750061682704
"4534",550000,2020-05-30,"Bradbury",2,3,1,556,"House",8800,31980,3.734,-34.08405,150.81805,126,0.25,165.9,43.6,"2020","House",989.208633093525
"4535",2258000,2020-05-31,"Carlingford",4,6,2,936,"House",24394,33696,8.528,-33.77523,151.0454,102,0.25,165.9,18.2,"2020","House",2412.39316239316
"4536",2597000,2020-06-13,"Zetland",4,4,2,240,"House",10078,45604,0.805,-33.90769,151.2083,23,0.25,167.6,4.72,"2020","House",10820.8333333333
"4537",2485000,2020-06-13,"Glebe",2,4,1,221,"Terrace",11532,43368,1.693,-33.87781,151.18626,29,0.25,167.6,2.6,"2020","others",11244.3438914027
"4538",2020000,2020-06-13,"Castle Hill",3,5,3,1752,"House",39594,40924,18.81,-33.72933,150.99777,112,0.25,167.6,24.76,"2020","House",1152.96803652968
"4539",1585000,2020-06-13,"Glebe",3,3,1,97,"House",11532,43368,1.693,-33.87781,151.18626,29,0.25,167.6,2.6,"2020","House",16340.206185567
"4540",1400000,2020-06-13,"Blackwall",3,4,3,1397,"House",1888,31148,1.143,-33.50518,151.33518,80,0.25,167.6,41.58,"2020","House",1002.14745884037
"4541",1383000,2020-06-13,"Glebe",1,2,1,120,"House",11532,43368,1.693,-33.87781,151.18626,29,0.25,167.6,2.6,"2020","House",11525
"4542",1225000,2020-06-13,"Potts Hill",3,5,2,478,"House",893,40820,1.128,-33.89271,151.03275,59,0.25,167.6,16.67,"2020","House",2562.76150627615
"4543",1225000,2020-06-13,"Potts Hill",3,5,0,478,"House",893,40820,1.128,-33.89271,151.03275,59,0.25,167.6,16.67,"2020","House",2562.76150627615
"4544",1146000,2020-06-13,"Gymea",2,3,1,263,"Semi-Detached",7589,42900,2.185,-34.03656,151.0841,74,0.25,167.6,22.29,"2020","others",4357.4144486692
"4545",1120000,2020-06-13,"Belmore",2,3,3,568,"House",12718,26208,2.731,-33.91942,151.08774,32,0.25,167.6,12.8,"2020","House",1971.83098591549
"4546",965000,2020-06-13,"Marrickville",1,2,0,110,"House",26592,41236,5.771,-33.91228,151.15592,14,0.25,167.6,7.23,"2020","House",8772.72727272727
"4547",1255000,2020-06-14,"Harris Park",2,3,2,670,"House",5799,31720,0.639,-33.82233,151.01207,28,0.25,167.6,18.92,"2020","House",1873.13432835821
"4548",650000,2020-06-14,"Mount Annan",1,3,1,640,"House",11703,43680,10.226,-34.06403,150.76318,115,0.25,167.6,46.81,"2020","House",1015.625
"4549",2050000,2020-06-15,"Glenbrook",3,4,2,1094,"House",5051,43992,6.995,-33.76592,150.62573,199,0.25,167.6,55.19,"2020","House",1873.85740402194
"4550",797000,2020-06-15,"Gymea",1,3,1,142,"Townhouse",7589,42900,2.185,-34.03656,151.0841,74,0.25,167.6,22.29,"2020","Townhouse",5612.67605633803
"4551",720000,2020-06-15,"Mount Annan",2,4,2,390,"House",11703,43680,10.226,-34.06403,150.76318,115,0.25,167.6,46.81,"2020","House",1846.15384615385
"4552",1960000,2020-06-16,"Seaforth",2,3,2,638,"House",7139,55224,3.108,-33.79114,151.2431,86,0.25,167.6,8.76,"2020","House",3072.10031347962
"4553",1800000,2020-06-16,"North Ryde",2,4,2,632,"House",10860,36712,5.36,-33.79673,151.1332,59,0.25,167.6,10.39,"2020","House",2848.10126582278
"4554",1590000,2020-06-16,"Killarney Heights",1,4,2,809,"House",4469,43836,4.244,-33.7725,151.22111,105,0.25,167.6,10.33,"2020","House",1965.38936959209
"4555",650000,2020-06-16,"Campbelltown",2,4,2,343,"House",12566,30628,11.391,-34.06338,150.80766,65,0.25,167.6,43.19,"2020","House",1895.04373177843
"4556",505000,2020-06-16,"Parramatta",1,1,1,87,"Apartment / Unit / Flat",25798,39260,5.26,-33.81479,151.00875,33,0.25,167.6,19.44,"2020","Apartment / Unit / Flat",5804.59770114943
"4557",4550000,2020-06-17,"Mona Vale",2,4,5,749,"House",10670,45240,4.556,-33.67706,151.30276,15,0.25,167.6,22.57,"2020","House",6074.76635514019
"4558",2050000,2020-06-17,"Enmore",2,3,0,127,"Terrace",3880,53872,0.442,-33.90021,151.16983,30,0.25,167.6,5.37,"2020","others",16141.7322834646
"4559",1816000,2020-06-17,"North Turramurra",3,5,3,1473,"House",4257,42484,11.614,-33.69054,151.15407,169,0.25,167.6,20.05,"2020","House",1232.85811269518
"4560",1325000,2020-06-17,"Castle Hill",2,4,2,665,"House",39594,40924,18.81,-33.72933,150.99777,112,0.25,167.6,24.76,"2020","House",1992.48120300752
"4561",1300000,2020-06-17,"Church Point",3,4,2,930,"House",997,54132,0.721,-33.65154,151.28137,73,0.25,167.6,24.6,"2020","House",1397.84946236559
"4562",1215000,2020-06-18,"Killcare Heights",2,4,2,607,"House",745,40716,2.146,-33.52256,151.37418,127,0.25,167.6,40.94,"2020","House",2001.64744645799
"4563",4550000,2020-06-19,"St Leonards",3,3,3,253,"Apartment / Unit / Flat",5495,72072,0.801,-33.82233,151.19286,85,0.25,167.6,5,"2020","Apartment / Unit / Flat",17984.1897233202
"4564",3900000,2020-06-19,"Northwood",4,5,2,771,"House",982,72124,0.382,-33.82882,151.17883,42,0.25,167.6,4.95,"2020","House",5058.36575875486
"4565",3700000,2020-06-19,"Glebe",3,4,1,351,"House",11532,43368,1.693,-33.87781,151.18626,29,0.25,167.6,2.6,"2020","House",10541.3105413105
"4566",2183000,2020-06-19,"Castle Hill",4,5,3,754,"House",39594,40924,18.81,-33.72933,150.99777,112,0.25,167.6,24.76,"2020","House",2895.22546419098
"4567",1880000,2020-06-19,"Chatswood",2,4,3,758,"House",24913,38324,5.01,-33.7958,151.18087,108,0.25,167.6,8.15,"2020","House",2480.2110817942
"4568",1525000,2020-06-19,"Castle Hill",3,4,2,919,"House",39594,40924,18.81,-33.72933,150.99777,112,0.25,167.6,24.76,"2020","House",1659.41240478781
"4569",1325000,2020-06-19,"Shelly Beach",3,4,2,708,"House",1318,33696,1.162,-33.36992,151.48476,27,0.25,167.6,60.56,"2020","House",1871.46892655367
"4570",1255000,2020-06-19,"Beaconsfield",1,2,0,177,"House",987,62244,0.173,-33.91151,151.20017,20,0.25,167.6,5.22,"2020","House",7090.39548022599
"4571",410000,2020-06-19,"Blue Haven",1,3,1,466,"House",6378,29796,2.525,-33.21142,151.50349,13,0.25,167.6,77.47,"2020","House",879.828326180257
"4572",1910000,2020-06-20,"Malabar",2,4,4,636,"House",5420,36088,3.574,-33.96419,151.25386,8,0.25,167.6,11.71,"2020","House",3003.14465408805
"4573",1879000,2020-06-20,"West Pymble",2,4,2,1005,"House",5298,48672,3.684,-33.76365,151.12999,80,0.25,167.6,13.47,"2020","House",1869.65174129353
"4574",1100000,2020-06-20,"Belmore",3,4,2,325,"Semi-Detached",12718,26208,2.731,-33.91942,151.08774,32,0.25,167.6,12.8,"2020","others",3384.61538461538
"4575",885000,2020-06-20,"Roselands",1,3,2,462,"House",11579,28288,2.745,-33.93329,151.07526,54,0.25,167.6,14.57,"2020","House",1915.58441558442
"4576",490000,2020-06-20,"Bradbury",1,3,1,666,"House",8800,31980,3.734,-34.08405,150.81805,126,0.25,167.6,43.6,"2020","House",735.735735735736
"4577",475000,2020-06-20,"Killarney Vale",1,2,1,594,"House",7216,30108,3.018,-33.36629,151.4607,8,0.25,167.6,60.03,"2020","House",799.6632996633
"4578",3435000,2020-06-22,"Centennial Park",3,5,1,228,"Terrace",2376,65936,2.23,-33.89787,151.23244,38,0.25,167.6,4.19,"2020","others",15065.7894736842
"4579",745000,2020-06-22,"Killarney Vale",4,5,2,758,"House",7216,30108,3.018,-33.36629,151.4607,8,0.25,167.6,60.03,"2020","House",982.849604221636
"4580",670000,2020-06-22,"Killarney Vale",2,4,1,569,"House",7216,30108,3.018,-33.36629,151.4607,8,0.25,167.6,60.03,"2020","House",1177.50439367311
"4581",2735000,2020-06-23,"Sandringham",3,4,2,562,"House",1238,39728,0.495,-33.99813,151.14125,3,0.25,167.6,16.06,"2020","House",4866.54804270463
"4582",2150000,2020-06-23,"Wollstonecraft",1,3,2,278,"House",8323,72176,1.201,-33.83315,151.19595,55,0.25,167.6,3.78,"2020","House",7733.81294964029
"4583",1800000,2020-06-23,"Castle Hill",3,5,3,1035,"House",39594,40924,18.81,-33.72933,150.99777,112,0.25,167.6,24.76,"2020","House",1739.13043478261
"4584",1610000,2020-06-23,"Castle Hill",3,4,3,923,"House",39594,40924,18.81,-33.72933,150.99777,112,0.25,167.6,24.76,"2020","House",1744.31202600217
"4585",640000,2020-06-23,"Bradbury",2,4,1,670,"House",8800,31980,3.734,-34.08405,150.81805,126,0.25,167.6,43.6,"2020","House",955.223880597015
"4586",636000,2020-06-23,"Bradbury",2,4,3,645,"House",8800,31980,3.734,-34.08405,150.81805,126,0.25,167.6,43.6,"2020","House",986.046511627907
"4587",555000,2020-06-23,"Campbelltown",1,3,1,563,"House",12566,30628,11.391,-34.06338,150.80766,65,0.25,167.6,43.19,"2020","House",985.790408525755
"4588",677000,2020-06-24,"Kirrawee",2,2,1,105,"Apartment / Unit / Flat",9278,39052,3.553,-34.0332,151.07224,96,0.25,167.6,22.57,"2020","Apartment / Unit / Flat",6447.61904761905
"4589",580000,2020-06-24,"Killarney Vale",1,3,2,613,"House",7216,30108,3.018,-33.36629,151.4607,8,0.25,167.6,60.03,"2020","House",946.166394779772
"4590",3300000,2020-06-25,"Daleys Point",3,3,2,2194,"House",681,26936,1.339,-33.50408,151.35585,115,0.25,167.6,42.27,"2020","House",1504.10209662716
"4591",1760000,2020-06-25,"Lilli Pilli",2,4,2,815,"House",1390,51636,0.607,-34.06716,151.11552,42,0.25,167.6,24.05,"2020","House",2159.50920245399
"4592",1175000,2020-06-25,"Kirrawee",2,4,2,563,"House",9278,39052,3.553,-34.0332,151.07224,96,0.25,167.6,22.57,"2020","House",2087.03374777975
"4593",507500,2020-06-25,"Blue Haven",2,3,2,470,"House",6378,29796,2.525,-33.21142,151.50349,13,0.25,167.6,77.47,"2020","House",1079.78723404255
"4594",1615000,2020-06-26,"Pearl Beach",2,4,1,771,"House",536,35568,1.257,-33.54226,151.30629,12,0.25,167.6,36.91,"2020","House",2094.682230869
"4595",1550000,2020-06-26,"Glebe",1,3,1,103,"Terrace",11532,43368,1.693,-33.87781,151.18626,29,0.25,167.6,2.6,"2020","others",15048.5436893204
"4596",1550000,2020-06-26,"Castle Hill",0,0,0,2046,"Vacant land",39594,40924,18.81,-33.72933,150.99777,112,0.25,167.6,24.76,"2020","others",757.575757575758
"4597",1465000,2020-06-26,"Kirkham",2,4,2,1872,"House",699,48256,4.22,-34.03394,150.70955,82,0.25,167.6,49.9,"2020","House",782.58547008547
"4598",1350000,2020-06-26,"Malabar",2,3,2,260,"Semi-Detached",5420,36088,3.574,-33.96419,151.25386,8,0.25,167.6,11.71,"2020","others",5192.30769230769
"4599",1235000,2020-06-26,"Waitara",1,3,2,733,"House",5941,43524,0.762,-33.70949,151.1061,182,0.25,167.6,19.76,"2020","House",1684.85675306958
"4600",1210000,2020-06-26,"Empire Bay",2,3,3,1000,"House",2400,32604,3.974,-33.5035,151.36918,5,0.25,167.6,42.74,"2020","House",1210
"4601",1140000,2020-06-26,"Blackwall",3,5,6,689,"House",1888,31148,1.143,-33.50518,151.33518,80,0.25,167.6,41.58,"2020","House",1654.57184325109
"4602",672000,2020-06-26,"Killarney Vale",1,3,2,556,"House",7216,30108,3.018,-33.36629,151.4607,8,0.25,167.6,60.03,"2020","House",1208.63309352518
"4603",575000,2020-06-26,"Narara",2,3,2,632,"House",7934,34632,8.242,-33.39553,151.33681,10,0.25,167.6,53.4,"2020","House",909.810126582278
"4604",470000,2020-06-26,"Mount Annan",0,0,0,699,"Vacant land",11703,43680,10.226,-34.06403,150.76318,115,0.25,167.6,46.81,"2020","others",672.38912732475
"4605",4000000,2020-06-27,"Waverton",4,7,0,642,"House",3020,70980,0.699,-33.84053,151.1989,17,0.25,167.6,2.91,"2020","House",6230.52959501558
"4606",3028000,2020-06-27,"Clontarf",5,4,2,520,"House",1737,59280,0.86,-33.80794,151.25683,72,0.25,167.6,7.69,"2020","House",5823.07692307692
"4607",2170000,2020-06-27,"Mascot",3,4,2,392,"House",14772,41912,11.961,-33.9466,151.18371,3,0.25,167.6,9.35,"2020","House",5535.71428571429
"4608",2100000,2020-06-27,"Cheltenham",3,4,2,1398,"House",2243,48152,1.654,-33.75721,151.0782,110,0.25,167.6,17.09,"2020","House",1502.14592274678
"4609",2000000,2020-06-27,"Cabramatta",3,7,2,1094,"House",21783,20644,5.042,-33.89828,150.93609,14,0.25,167.6,25.6,"2020","House",1828.15356489945
"4610",1580000,2020-06-27,"Mascot",1,3,4,467,"House",14772,41912,11.961,-33.9466,151.18371,3,0.25,167.6,9.35,"2020","House",3383.29764453961
"4611",640000,2020-06-27,"Campbelltown",2,3,2,224,"Apartment / Unit / Flat",12566,30628,11.391,-34.06338,150.80766,65,0.25,167.6,43.19,"2020","Apartment / Unit / Flat",2857.14285714286
"4612",330000,2020-06-27,"Parramatta",1,1,1,61,"Apartment / Unit / Flat",25798,39260,5.26,-33.81479,151.00875,33,0.25,167.6,19.44,"2020","Apartment / Unit / Flat",5409.83606557377
"4613",1230000,2020-06-28,"Narara",3,5,2,3768,"House",7934,34632,8.242,-33.39553,151.33681,10,0.25,167.6,53.4,"2020","House",326.433121019108
"4614",1785000,2020-06-29,"Kogarah Bay",2,4,2,650,"House",2022,36504,0.665,-33.9826,151.12424,19,0.25,167.6,15.25,"2020","House",2746.15384615385
"4615",1650000,2020-06-29,"Killcare Heights",2,3,2,1353,"House",745,40716,2.146,-33.52256,151.37418,127,0.25,167.6,40.94,"2020","House",1219.51219512195
"4616",1560000,2020-06-29,"Davidson",3,4,2,813,"House",2849,45292,2.567,-33.7395,151.19204,137,0.25,167.6,14.03,"2020","House",1918.81918819188
"4617",690000,2020-06-29,"Narara",2,4,2,601,"House",7934,34632,8.242,-33.39553,151.33681,10,0.25,167.6,53.4,"2020","House",1148.08652246256
"4618",575000,2020-06-29,"Blue Haven",2,4,2,648,"House",6378,29796,2.525,-33.21142,151.50349,13,0.25,167.6,77.47,"2020","House",887.345679012346
"4619",530000,2020-06-29,"Blue Haven",2,4,2,1024,"House",6378,29796,2.525,-33.21142,151.50349,13,0.25,167.6,77.47,"2020","House",517.578125
"4620",1855000,2020-06-30,"Northbridge",2,2,3,153,"Apartment / Unit / Flat",6347,60060,2.728,-33.8112,151.2183,87,0.25,167.6,6.03,"2020","Apartment / Unit / Flat",12124.1830065359
"4621",1625000,2020-06-30,"Mascot",2,4,2,198,"House",14772,41912,11.961,-33.9466,151.18371,3,0.25,167.6,9.35,"2020","House",8207.07070707071
"4622",1335000,2020-06-30,"Bonnyrigg Heights",5,6,4,645,"House",7303,26416,2.154,-33.89103,150.87006,55,0.25,167.6,31.57,"2020","House",2069.76744186047
"4623",1180000,2020-06-30,"Roselands",2,5,2,556,"House",11579,28288,2.745,-33.93329,151.07526,54,0.25,167.6,14.57,"2020","House",2122.30215827338
"4624",830000,2020-06-30,"Mascot",1,3,1,115,"Apartment / Unit / Flat",14772,41912,11.961,-33.9466,151.18371,3,0.25,167.6,9.35,"2020","Apartment / Unit / Flat",7217.39130434783
"4625",672000,2020-06-30,"Narara",1,3,1,677,"House",7934,34632,8.242,-33.39553,151.33681,10,0.25,167.6,53.4,"2020","House",992.61447562777
"4626",650000,2020-06-30,"Mount Annan",2,4,1,550,"House",11703,43680,10.226,-34.06403,150.76318,115,0.25,167.6,46.81,"2020","House",1181.81818181818
"4627",630000,2020-06-30,"Rosebery",1,1,1,64,"Apartment / Unit / Flat",10117,42172,1.928,-33.91857,151.20485,18,0.25,167.6,5.94,"2020","Apartment / Unit / Flat",9843.75
"4628",540000,2020-06-30,"Narara",1,3,1,742,"House",7934,34632,8.242,-33.39553,151.33681,10,0.25,167.6,53.4,"2020","House",727.762803234501
