"","price","date_sold","suburb","num_bath","num_bed","num_parking","property_size","type","suburb_population","suburb_median_income","suburb_sqkm","suburb_lat","suburb_lng","suburb_elevation","cash_rate","property_inflation_index","km_from_cbd","year","type_grouped","price_per_size"
"2298",2100000,2018-04-24,"Botany",4,4,2,500,"House",10817,46800,3.211,-33.94907,151.19881,6,1.5,169.8,9.37,"2018","House",4200
"2299",1500000,2018-04-24,"Beacon Hill",3,4,2,728,"House",7457,41288,2.605,-33.75228,151.25889,119,1.5,169.8,13.32,"2018","House",2060.43956043956
"2300",670000,2018-04-24,"Springfield",2,5,4,768,"House",4104,34320,4.586,-33.42768,151.372,20,1.5,169.8,50.8,"2018","House",872.395833333333
"2301",620000,2018-04-24,"Camden South",1,3,1,924,"House",4539,39832,4.236,-34.08232,150.70072,82,1.5,169.8,52.86,"2018","House",670.995670995671
"2302",1000000,2018-04-25,"Villawood",1,3,2,1012,"House",6032,19812,3.926,-33.88432,150.98067,23,1.5,169.8,21.31,"2018","House",988.142292490119
"2303",3700000,2018-04-26,"Narrabeen",3,4,2,822,"House",8207,48932,2.197,-33.71505,151.29588,0,1.5,169.8,18.45,"2018","House",4501.21654501217
"2304",2550000,2018-04-26,"Picnic Point",3,4,3,1129,"House",6160,40560,3.859,-33.97301,151.00632,33,1.5,169.8,22.31,"2018","House",2258.63596102746
"2305",1407000,2018-04-26,"Engadine",2,4,4,854,"House",17375,41756,9.233,-34.05778,151.01793,147,1.5,169.8,27.77,"2018","House",1647.54098360656
"2306",1300000,2018-04-26,"Wahroonga",3,4,3,1480,"House",17371,47424,9.766,-33.72353,151.11725,194,1.5,169.8,17.9,"2018","House",878.378378378378
"2307",1170000,2018-04-26,"Camden South",3,3,2,4452,"House",4539,39832,4.236,-34.08232,150.70072,82,1.5,169.8,52.86,"2018","House",262.803234501348
"2308",1000000,2018-04-26,"Oran Park",3,5,2,540,"House",4765,50336,13.744,-33.99074,150.74247,81,1.5,169.8,45.41,"2018","House",1851.85185185185
"2309",912000,2018-04-26,"Engadine",1,3,2,556,"House",17375,41756,9.233,-34.05778,151.01793,147,1.5,169.8,27.77,"2018","House",1640.28776978417
"2310",605000,2018-04-26,"Buff Point",2,4,2,570,"House",3511,27456,2.094,-33.22787,151.53669,15,1.5,169.8,76.92,"2018","House",1061.40350877193
"2311",3100000,2018-04-27,"Neutral Bay",4,5,3,449,"House",10488,70512,1.28,-33.83489,151.21821,72,1.5,169.8,3.44,"2018","House",6904.23162583519
"2312",2030000,2018-04-27,"Kyle Bay",2,4,4,685,"House",1035,47528,0.369,-33.98937,151.10096,12,1.5,169.8,17.07,"2018","House",2963.50364963504
"2313",1160000,2018-04-27,"Springfield",2,3,2,6520,"House",4104,34320,4.586,-33.42768,151.372,20,1.5,169.8,50.8,"2018","House",177.914110429448
"2314",980000,2018-04-27,"West Hoxton",2,4,3,582,"House",10012,36764,6.708,-33.93142,150.83406,66,1.5,169.8,35.53,"2018","House",1683.84879725086
"2315",670000,2018-04-27,"South Wentworthville",2,3,2,227,"Townhouse",6197,32032,1.809,-33.82166,150.97206,29,1.5,169.8,22.54,"2018","Townhouse",2951.54185022026
"2316",3150000,2018-04-28,"Blakehurst",4,5,4,1271,"House",6219,37700,2.313,-33.99061,151.10947,37,1.5,169.8,16.73,"2018","House",2478.36349331235
"2317",2070000,2018-04-28,"South Hurstville",3,5,2,700,"House",5147,30784,1.042,-33.97767,151.10598,37,1.5,169.8,15.75,"2018","House",2957.14285714286
"2318",1244193,2018-04-28,"Glenfield",2,6,2,2206,"House",9633,37024,6.995,-33.97099,150.89301,29,1.5,169.8,31.57,"2018","House",564.004079782412
"2319",1230000,2018-04-28,"Greenacre",3,7,4,689,"House",24373,22672,7.405,-33.8989,151.05729,37,1.5,169.8,14.61,"2018","House",1785.19593613933
"2320",366000,2018-04-28,"Lakemba",1,2,1,84,"Apartment / Unit / Flat",17023,22204,2.187,-33.91825,151.07547,33,1.5,169.8,13.76,"2018","Apartment / Unit / Flat",4357.14285714286
"2321",1394000,2018-04-29,"Narrabeen",1,5,2,667,"House",8207,48932,2.197,-33.71505,151.29588,0,1.5,169.8,18.45,"2018","House",2089.95502248876
"2322",1725000,2018-05-14,"Ettalong Beach",2,4,1,657,"House",4793,25792,1.777,-33.51595,151.33432,6,1.5,169.8,40.41,"2018","House",2625.57077625571
"2323",1480000,2018-05-14,"Belrose",1,3,2,702,"House",8780,39728,13.636,-33.72159,151.21169,156,1.5,169.8,15.92,"2018","House",2108.26210826211
"2324",660000,2018-05-14,"Zetland",1,1,0,68,"Apartment / Unit / Flat",10078,45604,0.805,-33.90769,151.2083,23,1.5,169.8,4.72,"2018","Apartment / Unit / Flat",9705.88235294118
"2325",940000,2018-05-15,"Gregory Hills",3,5,2,410,"House",4985,51116,6.388,-34.02724,150.77608,117,1.5,169.8,43.95,"2018","House",2292.68292682927
"2326",830000,2018-05-15,"Newtown",1,2,1,89,"Apartment / Unit / Flat",15029,55484,1.578,-33.89994,151.18038,24,1.5,169.8,4.73,"2018","Apartment / Unit / Flat",9325.84269662921
"2327",805000,2018-05-15,"Girraween",2,3,1,223,"Townhouse",5590,35152,2.316,-33.80002,150.94399,58,1.5,169.8,25.65,"2018","Townhouse",3609.86547085202
"2328",700000,2018-05-15,"West Hoxton",1,3,1,395,"House",10012,36764,6.708,-33.93142,150.83406,66,1.5,169.8,35.53,"2018","House",1772.15189873418
"2329",5100000,2018-05-16,"Noraville",2,3,1,486,"House",2918,30888,1.757,-33.27116,151.55658,20,1.5,169.8,73.32,"2018","House",10493.8271604938
"2330",1525000,2018-05-16,"Belrose",3,4,3,696,"House",8780,39728,13.636,-33.72159,151.21169,156,1.5,169.8,15.92,"2018","House",2191.09195402299
"2331",935000,2018-05-16,"Springfield",2,4,2,551,"House",4104,34320,4.586,-33.42768,151.372,20,1.5,169.8,50.8,"2018","House",1696.91470054446
"2332",795000,2018-05-16,"Dundas",2,3,2,228,"Townhouse",4740,32188,1.347,-33.80329,151.04263,30,1.5,169.8,16.94,"2018","Townhouse",3486.84210526316
"2333",620000,2018-05-16,"Woy Woy",2,3,1,547,"House",10643,25844,16.01,-33.50285,151.29727,123,1.5,169.8,40.99,"2018","House",1133.45521023766
"2334",550000,2018-05-16,"Springfield",2,3,1,650,"House",4104,34320,4.586,-33.42768,151.372,20,1.5,169.8,50.8,"2018","House",846.153846153846
"2335",2100000,2018-05-17,"Georges Hall",1,2,0,1910,"House",9038,29640,3.323,-33.90761,150.98902,23,1.5,169.8,20.97,"2018","House",1099.47643979058
"2336",795000,2018-05-17,"Oran Park",2,4,2,604,"House",4765,50336,13.744,-33.99074,150.74247,81,1.5,169.8,45.41,"2018","House",1316.22516556291
"2337",730000,2018-05-17,"Wattle Grove",2,3,1,321,"House",8952,44096,2.591,-33.95266,150.93951,15,1.5,169.8,26.82,"2018","House",2274.14330218069
"2338",705000,2018-05-17,"Oran Park",2,4,1,290,"House",4765,50336,13.744,-33.99074,150.74247,81,1.5,169.8,45.41,"2018","House",2431.03448275862
"2339",617562,2018-05-17,"Kanwal",2,4,2,790,"House",4099,25116,2.433,-33.26125,151.48444,37,1.5,169.8,71.67,"2018","House",781.724050632911
"2340",2650000,2018-05-18,"Crows Nest",1,3,1,284,"House",4798,70304,0.762,-33.82557,151.20362,97,1.5,169.8,4.43,"2018","House",9330.98591549296
"2341",1680000,2018-05-18,"Rodd Point",2,4,1,288,"House",1376,44876,0.374,-33.86584,151.14375,10,1.5,169.8,6.12,"2018","House",5833.33333333333
"2342",1400000,2018-05-18,"West Gosford",0,0,10,4100,"House",1335,31668,4.782,-33.42083,151.32376,3,1.5,169.8,50.4,"2018","House",341.463414634146
"2343",1400000,2018-05-18,"Minto",1,3,1,2087,"House",12551,29276,9.568,-34.03164,150.84989,71,1.5,169.8,38.06,"2018","House",670.819357930043
"2344",1180000,2018-05-18,"Lugarno",2,4,2,569,"House",5606,40768,2.679,-33.98105,151.04426,47,1.5,169.8,20,"2018","House",2073.81370826011
"2345",1025000,2018-05-18,"Mount Annan",3,5,3,700,"House",11703,43680,10.226,-34.06403,150.76318,115,1.5,169.8,46.81,"2018","House",1464.28571428571
"2346",800000,2018-05-18,"Mount Annan",2,4,2,683,"House",11703,43680,10.226,-34.06403,150.76318,115,1.5,169.8,46.81,"2018","House",1171.30307467057
"2347",752000,2018-05-18,"Penshurst",1,3,1,124,"Apartment / Unit / Flat",12786,34684,2.516,-33.96482,151.08475,62,1.5,169.8,16.01,"2018","Apartment / Unit / Flat",6064.51612903226
"2348",685000,2018-05-18,"Springfield",2,4,2,613,"House",4104,34320,4.586,-33.42768,151.372,20,1.5,169.8,50.8,"2018","House",1117.45513866232
"2349",605000,2018-05-18,"Oran Park",0,0,0,582,"Vacant land",4765,50336,13.744,-33.99074,150.74247,81,1.5,169.8,45.41,"2018","others",1039.51890034364
"2350",590000,2018-05-18,"Ruse",1,3,1,645,"House",5584,36764,2.596,-34.06927,150.83989,115,1.5,169.8,41.01,"2018","House",914.728682170543
"2351",2200000,2018-05-19,"Rozelle",2,4,1,316,"House",8725,75764,1.834,-33.86465,151.17428,17,1.5,169.8,3.3,"2018","House",6962.0253164557
"2352",2000137,2018-05-19,"Wahroonga",2,4,2,993,"House",17371,47424,9.766,-33.72353,151.11725,194,1.5,169.8,17.9,"2018","House",2014.23665659617
"2353",1600000,2018-05-19,"Wahroonga",2,3,2,924,"House",17371,47424,9.766,-33.72353,151.11725,194,1.5,169.8,17.9,"2018","House",1731.60173160173
"2354",1325000,2018-05-19,"Marrickville",2,3,1,192,"House",26592,41236,5.771,-33.91228,151.15592,14,1.5,169.8,7.23,"2018","House",6901.04166666667
"2355",1162000,2018-05-19,"Greenacre",1,3,1,613,"House",24373,22672,7.405,-33.8989,151.05729,37,1.5,169.8,14.61,"2018","House",1895.59543230016
"2356",915000,2018-05-19,"Long Jetty",3,5,4,670,"House",6390,28288,2.539,-33.35917,151.48543,10,1.5,169.8,61.67,"2018","House",1365.67164179104
"2357",901500,2018-05-19,"Greenacre",1,3,6,1000,"House",24373,22672,7.405,-33.8989,151.05729,37,1.5,169.8,14.61,"2018","House",901.5
"2358",2160000,2018-05-21,"Centennial Park",1,2,1,263,"House",2376,65936,2.23,-33.89787,151.23244,38,1.5,169.8,4.19,"2018","House",8212.92775665399
"2359",825000,2018-05-21,"Marrickville",2,2,1,116,"Apartment / Unit / Flat",26592,41236,5.771,-33.91228,151.15592,14,1.5,169.8,7.23,"2018","Apartment / Unit / Flat",7112.06896551724
"2360",785000,2018-05-21,"Mount Annan",2,4,2,848,"House",11703,43680,10.226,-34.06403,150.76318,115,1.5,169.8,46.81,"2018","House",925.707547169811
"2361",650000,2018-05-21,"Rooty Hill",1,3,2,556,"House",14704,33176,6.808,-33.77213,150.845,43,1.5,169.8,35.32,"2018","House",1169.06474820144
"2362",2750000,2018-05-22,"St Ives",2,4,2,1752,"House",17300,48464,14.264,-33.72491,151.16978,167,1.5,169.8,15.99,"2018","House",1569.63470319635
"2363",2220000,2018-05-22,"Tumbi Umbi",5,7,9,6782,"Rural",5108,32344,13.109,-33.37857,151.42921,161,1.5,169.8,57.68,"2018","others",327.337068711295
"2364",1440000,2018-05-22,"Zetland",2,3,3,226,"Apartment / Unit / Flat",10078,45604,0.805,-33.90769,151.2083,23,1.5,169.8,4.72,"2018","Apartment / Unit / Flat",6371.6814159292
"2365",1370000,2018-05-22,"Lugarno",2,5,2,556,"House",5606,40768,2.679,-33.98105,151.04426,47,1.5,169.8,20,"2018","House",2464.02877697842
"2366",670000,2018-05-22,"Raby",2,3,2,633,"House",5944,39104,2.659,-34.02019,150.81645,67,1.5,169.8,40.23,"2018","House",1058.45181674566
"2367",645000,2018-05-22,"Wattle Grove",1,3,2,312,"Townhouse",8952,44096,2.591,-33.95266,150.93951,15,1.5,169.8,26.82,"2018","Townhouse",2067.30769230769
"2368",2750000,2018-05-23,"St Ives",0,0,0,2989,"Vacant land",17300,48464,14.264,-33.72491,151.16978,167,1.5,169.8,15.99,"2018","others",920.040147206424
"2369",1950000,2018-05-23,"North Turramurra",2,3,2,545,"House",4257,42484,11.614,-33.69054,151.15407,169,1.5,169.8,20.05,"2018","House",3577.98165137615
"2370",1205000,2018-05-23,"Mount Riverview",2,4,2,1570,"House",3034,41704,3.009,-33.72773,150.63789,238,1.5,169.8,55.12,"2018","House",767.515923566879
"2371",1180000,2018-05-23,"Marrickville",2,2,2,227,"Semi-Detached",26592,41236,5.771,-33.91228,151.15592,14,1.5,169.8,7.23,"2018","others",5198.23788546255
"2372",851500,2018-05-23,"Ermington",2,3,2,226,"Townhouse",10737,33644,4.135,-33.8105,151.06162,40,1.5,169.8,15,"2018","Townhouse",3767.69911504425
"2373",750000,2018-05-23,"Lurnea",1,3,1,556,"House",9311,22724,2.504,-33.93623,150.89729,34,1.5,169.8,29.97,"2018","House",1348.92086330935
"2374",585000,2018-05-23,"Ruse",1,3,1,677,"House",5584,36764,2.596,-34.06927,150.83989,115,1.5,169.8,41.01,"2018","House",864.10635155096
"2375",570000,2018-05-23,"Woy Woy",1,3,2,544,"House",10643,25844,16.01,-33.50285,151.29727,123,1.5,169.8,40.99,"2018","House",1047.79411764706
"2376",1080000,2018-05-24,"Lugarno",2,4,2,562,"House",5606,40768,2.679,-33.98105,151.04426,47,1.5,169.8,20,"2018","House",1921.70818505338
"2377",535000,2018-05-24,"Tumbi Umbi",1,2,1,568,"House",5108,32344,13.109,-33.37857,151.42921,161,1.5,169.8,57.68,"2018","House",941.901408450704
"2378",520000,2018-05-24,"Tumbi Umbi",1,3,1,462,"House",5108,32344,13.109,-33.37857,151.42921,161,1.5,169.8,57.68,"2018","House",1125.54112554113
"2379",2520000,2018-05-25,"Dundas",2,6,2,1625,"House",4740,32188,1.347,-33.80329,151.04263,30,1.5,169.8,16.94,"2018","House",1550.76923076923
"2380",1550000,2018-05-25,"Turramurra",2,4,2,1600,"House",11919,49920,6.001,-33.73444,151.12793,183,1.5,169.8,16.36,"2018","House",968.75
"2381",1290000,2018-05-25,"Dundas",1,3,1,676,"House",4740,32188,1.347,-33.80329,151.04263,30,1.5,169.8,16.94,"2018","House",1908.28402366864
"2382",1100000,2018-05-25,"Parramatta",1,3,3,695,"House",25798,39260,5.26,-33.81479,151.00875,33,1.5,169.8,19.44,"2018","House",1582.73381294964
"2383",670000,2018-05-25,"Raby",2,4,1,683,"House",5944,39104,2.659,-34.02019,150.81645,67,1.5,169.8,40.23,"2018","House",980.966325036603
"2384",585000,2018-05-25,"Tumbi Umbi",1,3,1,455,"House",5108,32344,13.109,-33.37857,151.42921,161,1.5,169.8,57.68,"2018","House",1285.71428571429
"2385",4020000,2018-05-26,"St Ives",4,6,2,930,"House",17300,48464,14.264,-33.72491,151.16978,167,1.5,169.8,15.99,"2018","House",4322.58064516129
"2386",2431000,2018-05-26,"Marrickville",3,3,2,580,"House",26592,41236,5.771,-33.91228,151.15592,14,1.5,169.8,7.23,"2018","House",4191.37931034483
"2387",2300000,2018-05-26,"Crows Nest",2,3,1,217,"House",4798,70304,0.762,-33.82557,151.20362,97,1.5,169.8,4.43,"2018","House",10599.0783410138
"2388",1801000,2018-05-26,"St Ives",2,4,2,1100,"House",17300,48464,14.264,-33.72491,151.16978,167,1.5,169.8,15.99,"2018","House",1637.27272727273
"2389",1795000,2018-05-26,"Lane Cove",1,4,1,493,"House",10817,58084,2.58,-33.81806,151.16504,57,1.5,169.8,6.67,"2018","House",3640.97363083164
"2390",1350000,2018-05-26,"Wahroonga",1,3,1,2232,"House",17371,47424,9.766,-33.72353,151.11725,194,1.5,169.8,17.9,"2018","House",604.838709677419
"2391",1200000,2018-05-26,"Wattle Grove",3,6,2,855,"House",8952,44096,2.591,-33.95266,150.93951,15,1.5,169.8,26.82,"2018","House",1403.50877192982
"2392",2190000,2018-05-28,"Ashbury",2,5,2,620,"House",3329,38636,1.031,-33.90113,151.11777,21,1.5,169.8,9.41,"2018","House",3532.25806451613
"2393",1790000,2018-05-28,"Wahroonga",2,4,2,973,"House",17371,47424,9.766,-33.72353,151.11725,194,1.5,169.8,17.9,"2018","House",1839.67112024666
"2394",1380000,2018-05-28,"Greenacre",4,4,2,601,"House",24373,22672,7.405,-33.8989,151.05729,37,1.5,169.8,14.61,"2018","House",2296.17304492512
"2395",880000,2018-05-28,"Greenacre",1,3,0,556,"House",24373,22672,7.405,-33.8989,151.05729,37,1.5,169.8,14.61,"2018","House",1582.73381294964
"2396",685000,2018-05-28,"Gregory Hills",2,3,1,320,"House",4985,51116,6.388,-34.02724,150.77608,117,1.5,169.8,43.95,"2018","House",2140.625
"2397",4300000,2018-05-29,"Turramurra",4,5,2,1220,"House",11919,49920,6.001,-33.73444,151.12793,183,1.5,169.8,16.36,"2018","House",3524.59016393443
"2398",2000000,2018-05-29,"Zetland",3,3,2,155,"House",10078,45604,0.805,-33.90769,151.2083,23,1.5,169.8,4.72,"2018","House",12903.2258064516
"2399",700000,2018-05-29,"Woy Woy",1,3,1,601,"House",10643,25844,16.01,-33.50285,151.29727,123,1.5,169.8,40.99,"2018","House",1164.72545757072
"2400",660000,2018-05-29,"Rooty Hill",2,3,1,358,"House",14704,33176,6.808,-33.77213,150.845,43,1.5,169.8,35.32,"2018","House",1843.57541899441
"2401",550000,2018-05-29,"Marrickville",1,2,0,62,"Apartment / Unit / Flat",26592,41236,5.771,-33.91228,151.15592,14,1.5,169.8,7.23,"2018","Apartment / Unit / Flat",8870.96774193548
"2402",530000,2018-05-29,"Buff Point",1,3,1,689,"House",3511,27456,2.094,-33.22787,151.53669,15,1.5,169.8,76.92,"2018","House",769.230769230769
"2403",805000,2018-05-30,"Mount Annan",2,4,2,560,"House",11703,43680,10.226,-34.06403,150.76318,115,1.5,169.8,46.81,"2018","House",1437.5
"2404",3800000,2018-05-31,"Turramurra",4,5,2,1631,"House",11919,49920,6.001,-33.73444,151.12793,183,1.5,169.8,16.36,"2018","House",2329.8589822195
"2405",1620000,2018-05-31,"Rozelle",2,2,0,121,"Terrace",8725,75764,1.834,-33.86465,151.17428,17,1.5,169.8,3.3,"2018","others",13388.4297520661
"2406",1525000,2018-05-31,"Marrickville",1,3,0,297,"House",26592,41236,5.771,-33.91228,151.15592,14,1.5,169.8,7.23,"2018","House",5134.68013468013
"2407",800000,2018-05-31,"North Gosford",3,6,2,758,"House",3700,32708,1.916,-33.41886,151.35564,25,1.5,169.8,51.31,"2018","House",1055.40897097625
"2408",606000,2018-05-31,"Kanwal",2,3,2,714,"House",4099,25116,2.433,-33.26125,151.48444,37,1.5,169.8,71.67,"2018","House",848.739495798319
"2409",1605000,2018-06-13,"Cawdor",2,4,2,5268,"House",434,42172,28.321,-34.09589,150.66638,115,1.5,166.6,56.37,"2018","House",304.669703872437
"2410",1300000,2018-06-13,"Turramurra",2,4,2,620,"House",11919,49920,6.001,-33.73444,151.12793,183,1.5,166.6,16.36,"2018","House",2096.77419354839
"2411",699000,2018-06-13,"Camden South",1,4,2,735,"House",4539,39832,4.236,-34.08232,150.70072,82,1.5,166.6,52.86,"2018","House",951.020408163265
"2412",3225000,2018-06-14,"Umina Beach",3,5,6,3169,"House",16733,29380,6.988,-33.5194,151.31264,8,1.5,166.6,39.51,"2018","House",1017.67118964973
"2413",2050000,2018-06-14,"Grasmere",2,5,3,4000,"Acreage / Semi-Rural",1963,36244,5.438,-34.05634,150.6729,88,1.5,166.6,53.97,"2018","others",512.5
"2414",1550000,2018-06-14,"Camperdown",1,3,1,164,"House",10341,46228,1.517,-33.88889,151.18298,36,1.5,166.6,3.63,"2018","House",9451.21951219512
"2415",1095000,2018-06-14,"Yellow Rock",2,4,2,847,"House",1029,41652,18.81,-33.69332,150.62904,249,1.5,166.6,57.08,"2018","House",1292.79811097993
"2416",1860000,2018-06-15,"Rozelle",2,3,0,177,"House",8725,75764,1.834,-33.86465,151.17428,17,1.5,166.6,3.3,"2018","House",10508.4745762712
"2417",1180000,2018-06-15,"Turramurra",2,3,2,233,"Apartment / Unit / Flat",11919,49920,6.001,-33.73444,151.12793,183,1.5,166.6,16.36,"2018","Apartment / Unit / Flat",5064.37768240343
"2418",1105000,2018-06-15,"Kingswood",1,3,1,797,"House",9301,33228,4.782,-33.76129,150.72784,42,1.5,166.6,46.09,"2018","House",1386.44918444166
"2419",1000000,2018-06-15,"Rooty Hill",3,5,2,582,"House",14704,33176,6.808,-33.77213,150.845,43,1.5,166.6,35.32,"2018","House",1718.21305841924
"2420",465000,2018-06-15,"Kanwal",1,3,1,638,"House",4099,25116,2.433,-33.26125,151.48444,37,1.5,166.6,71.67,"2018","House",728.840125391849
"2421",300000,2018-06-15,"Hamlyn Terrace",0,0,0,450,"Vacant land",6069,29952,5.215,-33.25323,151.47277,17,1.5,166.6,72.13,"2018","others",666.666666666667
"2422",2785000,2018-06-16,"Lane Cove North",4,5,2,604,"House",11436,57408,2.363,-33.8057,151.16111,56,1.5,166.6,7.99,"2018","House",4610.92715231788
"2423",2175000,2018-06-16,"Newtown",2,3,1,121,"House",15029,55484,1.578,-33.89994,151.18038,24,1.5,166.6,4.73,"2018","House",17975.2066115702
"2424",1320000,2018-06-16,"Newtown",1,2,0,132,"House",15029,55484,1.578,-33.89994,151.18038,24,1.5,166.6,4.73,"2018","House",10000
"2425",880000,2018-06-16,"Girraween",1,3,1,740,"House",5590,35152,2.316,-33.80002,150.94399,58,1.5,166.6,25.65,"2018","House",1189.18918918919
"2426",620000,2018-06-16,"Casula",1,3,2,390,"Semi-Detached",15662,30368,7.072,-33.95198,150.89671,44,1.5,166.6,30.52,"2018","others",1589.74358974359
"2427",900000,2018-06-18,"Casula",2,4,4,620,"House",15662,30368,7.072,-33.95198,150.89671,44,1.5,166.6,30.52,"2018","House",1451.61290322581
"2428",750000,2018-06-18,"Mount Annan",2,4,2,706,"House",11703,43680,10.226,-34.06403,150.76318,115,1.5,166.6,46.81,"2018","House",1062.32294617564
"2429",505000,2018-06-18,"Buff Point",1,3,1,742,"House",3511,27456,2.094,-33.22787,151.53669,15,1.5,166.6,76.92,"2018","House",680.592991913747
"2430",2200000,2018-06-19,"North Parramatta",3,8,1,894,"House",13248,37908,5.243,-33.79411,151.0117,56,1.5,166.6,19.97,"2018","House",2460.85011185682
"2431",1300000,2018-06-19,"Marrickville",1,2,0,202,"House",26592,41236,5.771,-33.91228,151.15592,14,1.5,166.6,7.23,"2018","House",6435.64356435644
"2432",595000,2018-06-19,"Tumbi Umbi",2,4,1,920,"House",5108,32344,13.109,-33.37857,151.42921,161,1.5,166.6,57.68,"2018","House",646.739130434783
"2433",900000,2018-06-20,"Ettalong Beach",1,3,1,727,"House",4793,25792,1.777,-33.51595,151.33432,6,1.5,166.6,40.41,"2018","House",1237.96423658872
"2434",650000,2018-06-20,"Springfield",2,5,2,1110,"House",4104,34320,4.586,-33.42768,151.372,20,1.5,166.6,50.8,"2018","House",585.585585585586
"2435",465000,2018-06-20,"Gorokan",1,3,2,524,"House",8367,26468,3.087,-33.25377,151.50567,14,1.5,166.6,73.16,"2018","House",887.404580152672
"2436",3500000,2018-06-21,"Mosman",3,4,2,620,"House",28475,67340,8.65,-33.82846,151.24866,26,1.5,166.6,5.42,"2018","House",5645.16129032258
"2437",1675000,2018-06-21,"Woolooware",2,4,2,765,"House",3962,44408,1.86,-34.0446,151.1403,16,1.5,166.6,20.92,"2018","House",2189.54248366013
"2438",1250000,2018-06-21,"Regentville",3,4,3,2321,"House",809,40456,1.194,-33.77156,150.66404,28,1.5,166.6,51.59,"2018","House",538.56096510125
"2439",668000,2018-06-21,"South Windsor",1,4,2,564,"House",5892,33696,8.905,-33.63042,150.79928,18,1.5,166.6,46.1,"2018","House",1184.39716312057
"2440",445000,2018-06-21,"Gorokan",1,3,0,506,"House",8367,26468,3.087,-33.25377,151.50567,14,1.5,166.6,73.16,"2018","House",879.446640316206
"2441",1265000,2018-06-22,"Ettalong Beach",3,5,6,980,"House",4793,25792,1.777,-33.51595,151.33432,6,1.5,166.6,40.41,"2018","House",1290.81632653061
"2442",919000,2018-06-22,"Ettalong Beach",2,4,2,512,"House",4793,25792,1.777,-33.51595,151.33432,6,1.5,166.6,40.41,"2018","House",1794.921875
"2443",805000,2018-06-22,"Ettalong Beach",2,3,2,518,"House",4793,25792,1.777,-33.51595,151.33432,6,1.5,166.6,40.41,"2018","House",1554.05405405405
"2444",780000,2018-06-22,"Turramurra",1,2,1,99,"Apartment / Unit / Flat",11919,49920,6.001,-33.73444,151.12793,183,1.5,166.6,16.36,"2018","Apartment / Unit / Flat",7878.78787878788
"2445",540000,2018-06-22,"Casula",1,2,2,186,"Townhouse",15662,30368,7.072,-33.95198,150.89671,44,1.5,166.6,30.52,"2018","Townhouse",2903.22580645161
"2446",486000,2018-06-22,"Gorokan",1,3,1,455,"House",8367,26468,3.087,-33.25377,151.50567,14,1.5,166.6,73.16,"2018","House",1068.13186813187
"2447",450000,2018-06-22,"Gorokan",1,2,1,493,"House",8367,26468,3.087,-33.25377,151.50567,14,1.5,166.6,73.16,"2018","House",912.778904665314
"2448",2100000,2018-06-23,"Enfield",4,6,2,690,"House",2833,33280,0.727,-33.89006,151.09611,21,1.5,166.6,10.88,"2018","House",3043.47826086957
"2449",2010000,2018-06-23,"Asquith",3,5,3,790,"House",3376,40924,3.502,-33.68827,151.11987,153,1.5,166.6,21.32,"2018","House",2544.30379746835
"2450",1900000,2018-06-23,"Cheltenham",2,4,2,772,"House",2243,48152,1.654,-33.75721,151.0782,110,1.5,166.6,17.09,"2018","House",2461.13989637306
"2451",1801000,2018-06-23,"Horsley Park",3,5,3,4500,"House",1837,32604,21.968,-33.8426,150.84816,84,1.5,166.6,33.57,"2018","House",400.222222222222
"2452",1650000,2018-06-23,"Camperdown",1,2,0,196,"House",10341,46228,1.517,-33.88889,151.18298,36,1.5,166.6,3.63,"2018","House",8418.36734693878
"2453",1443300,2018-06-23,"Turramurra",2,4,2,526,"House",11919,49920,6.001,-33.73444,151.12793,183,1.5,166.6,16.36,"2018","House",2743.91634980989
"2454",1080000,2018-06-23,"Rozelle",1,2,0,125,"House",8725,75764,1.834,-33.86465,151.17428,17,1.5,166.6,3.3,"2018","House",8640
"2455",805000,2018-06-23,"Long Jetty",1,3,2,670,"House",6390,28288,2.539,-33.35917,151.48543,10,1.5,166.6,61.67,"2018","House",1201.49253731343
"2456",775000,2018-06-23,"Casula",2,4,1,556,"House",15662,30368,7.072,-33.95198,150.89671,44,1.5,166.6,30.52,"2018","House",1393.88489208633
"2457",2100000,2018-06-24,"Cammeray",2,3,1,272,"House",7006,72020,1.553,-33.82277,151.21527,66,1.5,166.6,4.73,"2018","House",7720.58823529412
"2458",1975000,2018-06-25,"East Lindfield",1,3,2,898,"House",3711,47788,2.331,-33.76741,151.18832,107,1.5,166.6,11.02,"2018","House",2199.33184855234
"2459",780000,2018-06-25,"Casula",2,4,2,600,"House",15662,30368,7.072,-33.95198,150.89671,44,1.5,166.6,30.52,"2018","House",1300
"2460",660000,2018-06-25,"Long Jetty",2,3,2,301,"Villa",6390,28288,2.539,-33.35917,151.48543,10,1.5,166.6,61.67,"2018","others",2192.69102990033
"2461",590000,2018-06-25,"Hamlyn Terrace",2,3,2,644,"House",6069,29952,5.215,-33.25323,151.47277,17,1.5,166.6,72.13,"2018","House",916.149068322981
"2462",580000,2018-06-25,"Mount Annan",1,3,1,353,"House",11703,43680,10.226,-34.06403,150.76318,115,1.5,166.6,46.81,"2018","House",1643.05949008499
"2463",570000,2018-06-25,"South Windsor",1,2,5,639,"House",5892,33696,8.905,-33.63042,150.79928,18,1.5,166.6,46.1,"2018","House",892.018779342723
